variante,entrada_utc,dir,entry,stop_inicial,riesgo,exit,motivo,pnl,edad_al_tocar_velas,apilamiento,liquidez,tenia_fvg,rr_objetivo,rr_dinamico_disponible
I_favor_rr_cadena_liquidez,2025-12-16 17:45:00,SHORT,24960.5,25029.25,68.75,24946.75,BE,73.5,4135,0,100.0,True,1.96,True
I_favor_rr_cadena_liquidez,2025-12-17 14:00:00,SHORT,25187.75,25276.25,88.5,25170.05,BE,97.2,4432,0,100.0,True,10.0,True
J_favor_rr_cadena_solo_extiende,2025-09-24 14:45:00,SHORT,24794.0,24862.5,68.5,24780.3,BE,73.2,217,1,100.0,True,4.0,False
J_favor_rr_cadena_solo_extiende,2025-09-26 12:15:00,LONG,24647.5,24631.0,16.5,24713.5,TP,387.0,56,0,100.0,True,4.0,False
J_favor_rr_cadena_solo_extiende,2025-09-26 13:45:00,LONG,24706.5,24631.0,75.5,24631.0,STOP,-462.0,61,0,100.0,True,4.25,True
J_favor_rr_cadena_solo_extiende,2025-09-26 14:45:00,SHORT,24565.5,24638.25,72.75,24638.25,STOP,-445.5,99,0,100.0,True,4.0,False
J_favor_rr_cadena_solo_extiende,2025-09-29 15:45:00,SHORT,24849.0,24895.5,46.5,24839.7,BE,46.8,310,1,100.0,True,9.18,True
J_favor_rr_cadena_solo_extiende,2025-09-30 13:00:00,SHORT,24822.75,24881.75,59.0,24810.95,BE,61.8,611,0,100.0,True,6.79,True
J_favor_rr_cadena_solo_extiende,2025-09-30 15:45:00,LONG,24810.75,24762.0,48.75,24820.5,BE,49.5,9,1,100.0,True,4.44,True
J_favor_rr_cadena_solo_extiende,2025-10-03 15:45:00,LONG,25145.25,25104.0,41.25,25104.0,STOP,-256.5,108,0,100.0,True,4.0,False
J_favor_rr_cadena_solo_extiende,2025-10-06 13:15:00,LONG,25214.25,25168.25,46.0,25168.25,STOP,-285.0,121,0,100.0,True,4.0,False
J_favor_rr_cadena_solo_extiende,2025-10-06 14:45:00,LONG,25152.75,25086.0,66.75,25166.1,BE,71.1,40,0,100.0,True,4.0,False
J_favor_rr_cadena_solo_extiende,2025-10-08 13:30:00,LONG,25132.75,25071.25,61.5,25378.75,TP,1467.0,211,2,100.0,True,4.0,False
J_favor_rr_cadena_solo_extiende,2025-10-09 16:45:00,SHORT,25203.75,25262.25,58.5,25192.05,BE,61.2,258,0,100.0,True,10.0,True
J_favor_rr_cadena_solo_extiende,2025-10-10 13:30:00,LONG,25368.5,25291.75,76.75,25291.75,STOP,-469.5,120,0,100.0,True,4.0,False
J_favor_rr_cadena_solo_extiende,2025-10-13 13:00:00,LONG,24849.0,24783.5,65.5,24783.5,STOP,-402.0,1448,0,100.0,True,4.0,False
J_favor_rr_cadena_solo_extiende,2025-10-13 15:45:00,LONG,24892.75,24821.25,71.5,24907.05,BE,76.8,953,1,100.0,True,4.0,False
J_favor_rr_cadena_solo_extiende,2025-10-16 13:30:00,LONG,25091.5,25034.0,57.5,25034.0,STOP,-354.0,944,1,100.0,True,4.0,False
J_favor_rr_cadena_solo_extiende,2025-10-16 14:45:00,SHORT,25107.25,25181.75,74.5,25092.35,BE,80.4,831,2,100.0,True,5.96,True
J_favor_rr_cadena_solo_extiende,2025-10-20 15:15:00,LONG,25321.0,25287.25,33.75,25327.75,BE,31.5,668,1,100.0,True,4.0,False
J_favor_rr_cadena_solo_extiende,2025-10-20 16:45:00,LONG,25314.75,25249.25,65.5,25327.85,BE,69.6,578,4,100.0,True,4.0,False
J_favor_rr_cadena_solo_extiende,2025-10-21 13:30:00,SHORT,25256.0,25328.25,72.25,25241.55,BE,77.7,674,0,100.0,True,10.0,True
J_favor_rr_cadena_solo_extiende,2025-10-21 15:45:00,LONG,25322.75,25263.5,59.25,25334.6,BE,62.1,812,1,100.0,True,4.0,False
J_favor_rr_cadena_solo_extiende,2025-10-22 14:00:00,SHORT,25211.5,25283.0,71.5,25197.2,BE,76.8,1073,0,100.0,True,10.0,True
J_favor_rr_cadena_solo_extiende,2025-10-29 14:30:00,SHORT,26278.0,26312.0,34.0,26271.2,BE,31.8,23,0,100.0,True,4.0,False
J_favor_rr_cadena_solo_extiende,2025-10-31 15:15:00,SHORT,26136.75,26195.75,59.0,26124.95,BE,61.8,41,0,100.0,True,4.0,False
J_favor_rr_cadena_solo_extiende,2025-11-03 13:30:00,LONG,26175.25,26114.5,60.75,26187.4,BE,63.9,349,0,100.0,True,4.0,False
J_favor_rr_cadena_solo_extiende,2025-11-05 13:15:00,LONG,25561.25,25512.5,48.75,25571.0,BE,49.5,722,1,100.0,True,4.0,False
J_favor_rr_cadena_solo_extiende,2025-11-06 13:45:00,SHORT,25767.0,25818.5,51.5,25252.0,TP,3081.0,755,0,100.0,True,10.0,True
J_favor_rr_cadena_solo_extiende,2025-11-07 13:45:00,LONG,25111.25,25053.0,58.25,25053.0,STOP,-358.5,2086,0,100.0,True,5.62,True
J_favor_rr_cadena_solo_extiende,2025-11-10 15:30:00,SHORT,25616.5,25680.75,64.25,25603.65,BE,68.1,351,1,100.0,True,5.41,True
J_favor_rr_cadena_solo_extiende,2025-11-13 14:00:00,SHORT,25462.75,25539.0,76.25,25447.5,BE,82.5,611,0,100.0,True,4.0,False
J_favor_rr_cadena_solo_extiende,2025-11-13 17:15:00,LONG,25233.75,25169.75,64.0,25169.75,STOP,-393.0,2575,0,100.0,True,4.0,False
J_favor_rr_cadena_solo_extiende,2025-11-14 13:15:00,SHORT,24709.5,24764.75,55.25,24698.45,BE,57.3,3781,0,100.0,True,4.0,False
J_favor_rr_cadena_solo_extiende,2025-11-17 13:15:00,LONG,25097.5,25011.5,86.0,25011.5,STOP,-525.0,2026,4,100.0,True,10.0,True
J_favor_rr_cadena_solo_extiende,2025-11-19 16:45:00,LONG,24715.0,24646.75,68.25,24646.75,STOP,-418.5,3992,1,100.0,True,4.0,False
J_favor_rr_cadena_solo_extiende,2025-11-20 13:30:00,LONG,25197.25,25127.0,70.25,25211.3,BE,75.3,41,0,100.0,True,10.0,True
J_favor_rr_cadena_solo_extiende,2025-11-24 14:00:00,LONG,24570.0,24492.75,77.25,24585.45,BE,83.7,304,2,100.0,True,4.0,False
J_favor_rr_cadena_solo_extiende,2025-11-25 16:15:00,LONG,24854.25,24772.0,82.25,24870.7,BE,89.7,4068,0,100.0,True,4.0,False
J_favor_rr_cadena_solo_extiende,2025-11-25 17:15:00,LONG,24991.25,24895.5,95.75,25010.4,BE,105.9,4248,0,100.0,True,4.0,False
J_favor_rr_cadena_solo_extiende,2025-11-26 13:45:00,LONG,25215.0,25177.5,37.5,25177.5,STOP,-234.0,3327,0,100.0,True,4.0,False
J_favor_rr_cadena_solo_extiende,2025-11-26 15:30:00,LONG,25224.5,25182.25,42.25,25393.5,TP,1005.0,3402,0,100.0,True,4.0,False
J_favor_rr_cadena_solo_extiende,2025-11-28 15:30:00,LONG,25389.25,25357.25,32.0,25395.65,BE,29.4,3322,0,100.0,True,4.0,False
J_favor_rr_cadena_solo_extiende,2025-12-01 16:15:00,LONG,25380.75,25306.25,74.5,25395.65,BE,80.4,3358,1,100.0,True,10.0,True
J_favor_rr_cadena_solo_extiende,2025-12-02 15:30:00,LONG,25622.0,25526.0,96.0,25641.2,BE,106.2,1407,0,100.0,True,8.1,True
J_favor_rr_cadena_solo_extiende,2025-12-03 15:45:00,SHORT,25562.5,25648.75,86.25,25545.25,BE,94.5,1279,0,100.0,True,7.24,True
J_favor_rr_cadena_solo_extiende,2025-12-03 17:00:00,LONG,25597.75,25532.75,65.0,25610.75,BE,69.0,1506,0,100.0,True,10.0,True
J_favor_rr_cadena_solo_extiende,2025-12-08 14:15:00,SHORT,25791.25,25821.5,30.25,25821.5,STOP,-190.5,1585,1,100.0,True,7.02,True
J_favor_rr_cadena_solo_extiende,2025-12-09 17:45:00,LONG,25717.25,25678.0,39.25,25725.1,BE,38.1,2090,0,100.0,True,4.0,False
J_favor_rr_cadena_solo_extiende,2025-12-10 14:15:00,SHORT,25647.25,25678.75,31.5,25640.95,BE,28.8,487,1,100.0,True,10.0,True
J_favor_rr_cadena_solo_extiende,2025-12-10 16:15:00,LONG,25647.25,25603.0,44.25,25656.1,BE,44.1,517,0,100.0,True,5.57,True
J_favor_rr_cadena_solo_extiende,2025-12-11 14:00:00,LONG,25668.75,25626.25,42.5,25626.25,STOP,-264.0,2252,0,100.0,True,5.29,True
J_favor_rr_cadena_solo_extiende,2025-12-11 17:15:00,LONG,25604.25,25542.0,62.25,25616.7,BE,65.7,1842,2,100.0,True,10.0,True
J_favor_rr_cadena_solo_extiende,2025-12-15 13:30:00,LONG,25357.75,25306.25,51.5,25368.05,BE,52.8,4273,1,100.0,True,4.0,False
J_favor_rr_cadena_solo_extiende,2025-12-16 17:45:00,SHORT,24960.5,25029.25,68.75,24946.75,BE,73.5,4135,0,100.0,True,4.0,False
J_favor_rr_cadena_solo_extiende,2025-12-17 14:00:00,SHORT,25187.75,25276.25,88.5,25170.05,BE,97.2,4432,0,100.0,True,10.0,True
